Date      ,Symbol,ListingMarket,OpeningCross,ClosingCross,IntradayCross,
01/02/2015,HNRG  ,             ,         242,        1614,            0,
01/02/2015,HNSN  ,             ,        2224,       16800,            0,
01/02/2015,HOFT  ,             ,         425,        1461,            0,
01/02/2015,HOLI  ,             ,        2600,        5800,            0,
01/02/2015,HOLX  ,             ,        6305,      128263,            0,
01/02/2015,HOMB  ,             ,        1080,       16023,            0,
01/02/2015,HPJ   ,             ,        6480,         322,            0,
01/02/2015,HPQ   ,             ,           2,           0,            0,
01/02/2015,HPTX  ,             ,         373,       11084,            0,
01/02/2015,HQY   ,             ,         191,        6393,            0,
01/02/2015,HRB   ,             ,           1,           0,            0,
01/02/2015,HRTX  ,             ,       23796,        8069,            0,
01/02/2015,HRZN  ,             ,        2526,        2009,            0,
01/02/2015,HSGX  ,             ,          60,         500,            0,
01/02/2015,HSIC  ,             ,        7845,       23894,            0,
01/02/2015,HSII  ,             ,         614,        2436,            0,
01/02/2015,HSKA  ,             ,         459,         365,            0,
01/02/2015,HSNI  ,             ,        2558,       11473,            0,
01/02/2015,HSOL  ,             ,        5000,        2287,            0,
01/02/2015,HSON  ,             ,        8400,         100,            0,
01/02/2015,HST   ,             ,         300,           0,            0,
01/02/2015,HSTM  ,             ,         442,        3405,            0,
01/02/2015,HTBI  ,             ,         527,        5064,            0,
01/02/2015,HTBK  ,             ,         362,        3779,            0,
01/02/2015,HTBX  ,             ,          12,           0,            0,
01/02/2015,HTCH  ,             ,        4414,        6600,            0,
01/02/2015,HTHT  ,             ,        1913,        2515,            0,
01/02/2015,HTLD  ,             ,        4881,       36667,            0,
01/02/2015,HTLF  ,             ,         353,        2746,            0,
01/02/2015,HTWR  ,             ,        1035,        8215,            0,
01/02/2015,HUBG  ,             ,        2637,       15491,            0,
01/02/2015,HURC  ,             ,         355,        1027,            0,
01/02/2015,HURN  ,             ,         496,        6624,            0,
01/02/2015,HWAY  ,             ,        1029,       16745,            0,
01/02/2015,HWBK  ,             ,          64,           0,            0,
01/02/2015,HWCC  ,             ,         323,        3169,            0,
01/02/2015,HWKN  ,             ,         349,        1228,            0,
01/02/2015,HYGS  ,             ,         472,          22,            0,
01/02/2015,HYLS  ,             ,         363,          67,            0,
01/02/2015,HYZD  ,             ,         500,           0,            0,
01/02/2015,HZNP  ,             ,      142172,       47100,            0,
01/02/2015,IACI  ,             ,        2027,      121617,            0,
01/02/2015,IART  ,             ,        1529,        8238,            0,
01/02/2015,IBA   ,             ,           0,          15,            0,
01/02/2015,IBB   ,             ,       12482,        9391,            0,
01/02/2015,IBCA  ,             ,         810,        2331,            0,
01/02/2015,IBCP  ,             ,         454,        5128,            0,
01/02/2015,IBKC  ,             ,        1026,        4241,            0,
01/02/2015,IBKR  ,             ,        2439,       20334,            0,
01/02/2015,IBOC  ,             ,        2239,       16638,            0,
01/02/2015,IBP   ,             ,           0,          30,            0,
01/02/2015,IBTX  ,             ,         442,        3453,            0,
01/02/2015,ICAD  ,             ,           0,        1189,            0,
01/02/2015,ICEL  ,             ,         192,        2600,            0,
01/02/2015,ICFI  ,             ,        1429,        1738,            0,
01/02/2015,ICLD  ,             ,        6157,        5600,            0,
01/02/2015,ICLN  ,             ,       10354,           0,            0,
01/02/2015,ICLR  ,             ,        2455,        2954,            0,
01/02/2015,ICON  ,             ,        4411,       66830,            0,
01/02/2015,ICPT  ,             ,        4730,        8204,            0,
01/02/2015,ICUI  ,             ,        2494,       36176,            0,
01/02/2015,IDCC  ,             ,        1304,       12009,            0,
01/02/2015,IDRA  ,             ,        3066,       36197,            0,
01/02/2015,IDSA  ,             ,          15,           0,            0,
01/02/2015,IDSY  ,             ,           0,        7863,            0,
01/02/2015,IDTI  ,             ,       24350,       42270,            0,
01/02/2015,IDU   ,             ,           0,       10300,            0,
01/02/2015,IDXX  ,             ,        1288,       11215,            0,
01/02/2015,IEO   ,             ,           1,           0,            0,
01/02/2015,IEP   ,             ,        1062,         878,            0,
01/02/2015,IESC  ,             ,           0,         350,            0,
01/02/2015,IEUS  ,             ,         251,           0,            0,
01/02/2015,IFGL  ,             ,        5700,           1,            0,
01/02/2015,IFNA  ,             ,         200,           2,            0,
01/02/2015,IFON  ,             ,           0,         100,            0,
01/02/2015,IFV   ,             ,         125,           0,            0,
01/02/2015,IGF   ,             ,           2,           0,            0,
01/02/2015,IGOV  ,             ,         523,        8587,            0,
01/02/2015,IGT   ,             ,           9,           0,            0,
01/02/2015,IGTE  ,             ,        1797,       11783,            0,
01/02/2015,IHT   ,             ,           0,         100,            0,
01/02/2015,IIF   ,             ,         100,           0,            0,
01/02/2015,III   ,             ,        3175,        3166,            0,
01/02/2015,IIIN  ,             ,         455,        1420,            0,
01/02/2015,IILG  ,             ,        2016,       11492,            0,
01/02/2015,IIVI  ,             ,        1560,       11720,            0,
01/02/2015,IJR   ,             ,           0,          40,            0,
01/02/2015,IKAN  ,             ,        6750,       41473,            0,
01/02/2015,IKGH  ,             ,           1,         477,            0,
01/02/2015,ILMN  ,             ,      476664,       41021,            0,
01/02/2015,IMDZ  ,             ,         277,        2375,            0,
01/02/2015,IMGN  ,             ,       13236,       98310,            0,
01/02/2015,IMI   ,             ,           0,         100,            0,
01/02/2015,IMKTA ,             ,         377,        7021,            0,
01/02/2015,IMMR  ,             ,        1245,        7266,            0,
01/02/2015,IMMU  ,             ,       15456,       33970,            0,
01/02/2015,IMMY  ,             ,           0,         100,            0,
01/02/2015,IMNP  ,             ,        1000,           0,            0,
01/02/2015,IMO   ,             ,         100,           0,            0,
01/02/2015,IMOS  ,             ,         390,        1124,            0,
01/02/2015,IMRS  ,             ,       20120,         600,            0,
01/02/2015,INAP  ,             ,        1242,        7876,            0,
01/02/2015,INCR  ,             ,        1824,        3498,            0,
01/02/2015,INCY  ,             ,        5198,       49893,            0,
01/02/2015,INDA  ,             ,          30,        2548,            0,
01/02/2015,INDB  ,             ,        3285,        8141,            0,
01/02/2015,INDY  ,             ,        2117,       12275,            0,
01/02/2015,INFA  ,             ,        3390,       37728,            0,
01/02/2015,INFI  ,             ,        6438,       23830,            0,
01/02/2015,INFN  ,             ,       14660,       22662,            0,
01/02/2015,INGN  ,             ,        2184,        9326,            0,
01/02/2015,ININ  ,             ,         393,        4644,            0,
01/02/2015,INO   ,             ,        3985,       19591,            0,
01/02/2015,INOD  ,             ,         100,           0,            0,
01/02/2015,INSM  ,             ,        2668,       36903,            0,
